timestep_index,time_fs,state_54_eV,state_55_eV,state_56_eV,state_57_eV,state_58_eV,state_59_eV,state_60_eV,state_61_eV,state_62_eV
13086,47.48027902,-6.993611396139989,-6.205312890532162,-5.855464882293787,-5.821977900974004,-2.6048711005178826,-2.4876374760397373,-1.4650989514492567,-0.844437079608399,-0.8064516990267531
13091,47.49842065,-6.993491418452736,-6.205415443961171,-5.856431349999966,-5.8213758029478875,-2.6037814825897936,-2.487628933030607,-1.4648977769462252,-0.8451356653657676,-0.8076019546973037
13096,47.51656229,-6.99336766327481,-6.205511669402006,-5.857418464775869,-5.820750206382001,-2.602686064629555,-2.4876183189017556,-1.4646903510125502,-0.8458661630540442,-0.8087436108782934
13101,47.53470392,-6.99324011414548,-6.20560137232567,-5.85842348903604,-5.820103701205129,-2.601584743495572,-2.487605714029852,-1.4644765923127379,-0.8466287064746991,-0.809875953124645
13106,47.55284555,-6.993108748556265,-6.205684271263942,-5.859444061661798,-5.819438494417859,-2.600477414809859,-2.487591136317992,-1.4642564045675623,-0.8474233770094538,-0.8109983095853374
13111,47.57098718,-6.992973532609766,-6.205759978530289,-5.860478139931981,-5.818756479437838,-2.599363971757221,-2.4875745562638354,-1.4640296674218616,-0.8482502169666459,-0.8121100487202898
13116,47.58912881,-6.992834436683239,-6.205828004417454,-5.861523937488486,-5.818059296705562,-2.5982443306292518,-2.4875559000093905,-1.4637962501793704,-0.8491091718491592,-0.8132105965332909
13121,47.60727045,-6.99269143163316,-6.205887841246999,-5.862579896124765,-5.817348376494289,-2.5971184467259474,-2.4875350685203945,-1.463556005538606,-0.850000129345066,-0.8142994248558308
13126,47.62541208,-6.992544497419401,-6.205939024406688,-5.863644640826458,-5.816624959269597,-2.595986307186348,-2.4875119807225023,-1.463308809107152,-0.8509227880861314,-0.8153760433932148
13131,47.64355371,-6.992393622649458,-6.205981210442011,-5.864716962135367,-5.815890115842526,-2.59484791894028,-2.4874865846674283,-1.4630545516667814,-0.851876825264019,-0.816439993633695
13136,47.66169534,-6.992238804775333,-6.206014263706871,-5.865795798817529,-5.815144764638193,-2.5937032975666625,-2.487458845135784,-1.4627931374730325,-0.8528617141995973,-0.8174908450676847
13141,47.67983697,-6.992080039494049,-6.206038300725025,-5.866880203005379,-5.81438970209038,-2.592552459863984,-2.4874287317429844,-1.4625244799323132,-0.8538768374631786,-0.8185282214259885
13146,47.6979786,-6.991917322054549,-6.206053653155039,-5.867969331785568,-5.813625611351148,-2.5913954063465883,-2.487396198085762,-1.462248494083619,-0.8549215476368179,-0.8195517773788599
13151,47.71612024,-6.991750628000383,-6.206060822433944,-5.869062455627516,-5.812853100048482,-2.590232129451826,-2.487361184032847,-1.4619651264773292,-0.8559950660079547,-0.8205612016643854
13156,47.73426187,-6.9915799088081325,-6.2060603588572425,-5.870158923170196,-5.812072701260629,-2.5890626149279274,-2.48732361370914,-1.461674331617685,-0.8570967933727552,-0.821556229211007
13161,47.7524035,-6.991405093333908,-6.2060528041438365,-5.871258130728734,-5.811284892998749,-2.587886876617786,-2.4872833943170742,-1.4613760716949193,-0.8582259325148993,-0.8225366226137762
13166,47.77054513,-6.991226089148627,-6.206038596670954,-5.8723595236261374,-5.810490082163958,-2.5867049302086755,-2.4872404527136247,-1.4610703317388423,-0.859381595521331,-0.8235021876409385
13171,47.78868676,-6.991042792888832,-6.206018038303179,-5.873462563853593,-5.809688597884541,-2.585516823435509,-2.487194724542046,-1.4607570804875147,-0.8605628474876205,-0.8244527839277368
13176,47.8068284,-6.990855104860906,-6.205991303449301,-5.874566728846975,-5.808880733107947,-2.584322618797277,-2.487146154187453,-1.4604362749481377,-0.8617685998752894,-0.8253883433819154
13181,47.82497003,-6.990662946857883,-6.205958410927791,-5.875671531229231,-5.808066763839485,-2.583122389058209,-2.4870946915665395,-1.4601078723126983,-0.8629976695092638,-0.8263088894584925
13186,47.84311166,-6.9904662406890585,-6.205919212436052,-5.876776508570814,-5.807246951832772,-2.581916202623507,-2.487040249501767,-1.4597718393428516,-0.8642488463050161,-0.8272145462687793
13191,47.86125329,-6.9902649726751624,-6.205873547805853,-5.877881314291266,-5.806421608551879,-2.580704150983069,-2.4869827828775164,-1.4594282181520557,-0.865520973289282,-0.8281055586836626
13196,47.87939492,-6.99005909004427,-6.205821064553505,-5.878985647447627,-5.805591006263753,-2.579486258368441,-2.4869221929985357,-1.459077051503687,-0.8668128944840899,-0.8289822064598769
13201,47.89753656,-6.989848566359553,-6.205761354546127,-5.88008930638188,-5.804755411800927,-2.5782625338615976,-2.4868584047984523,-1.458718431186515,-0.8681236025970974,-0.8298448264495234
13206,47.91567819,-6.989633372867855,-6.205693979944584,-5.881192154519132,-5.803915060182768,-2.577032960600398,-2.4867913502733043,-1.4583524656587397,-0.8694521279794392,-0.8306937839109924
13211,47.93381982,-6.9894134719605665,-6.205618534227782,-5.882294084455227,-5.803070140468034,-2.575797494536659,-2.4867209592646433,-1.4579792562788723,-0.870797494519701,-0.8315294302516616
13216,47.95196145,-6.9891888067320105,-6.205534706160733,-5.88339498067156,-5.802220808087811,-2.574556087344621,-2.4866471352495307,-1.4575988830001736,-0.8721587019886209,-0.8323520929848591
13221,47.97010308,-6.988959309797435,-6.205442341251475,-5.884494715880643,-5.801367184519856,-2.5733086871297264,-2.486569760375334,-1.4572113762230319,-0.8735347435889678,-0.8331620914811718
13226,47.98824472,-6.988724916843368,-6.205341408178014,-5.885593132325841,-5.800509380356401,-2.572055263903233,-2.4864886879998664,-1.456816732426336,-0.8749244927979892,-0.8339597192766001
13231,48.00638635,-6.98848558211972,-6.205231944812858,-5.886690058697692,-5.799647511130486,-2.5707958058034635,-2.486403753283891,-1.4564149070074022,-0.8763268872822864,-0.8347452828761918
13236,48.02452798,-6.98824126264107,-6.205113962484633,-5.887785337214494,-5.7987816950734095,-2.569530297572639,-2.4863147817566964,-1.4560058355973184,-0.877740785225802,-0.8355190895824414
13241,48.04266961,-6.9879919406211055,-6.20498740677067,-5.8888788221041874,-5.797912057960925,-2.568258733295919,-2.486221597201691,-1.455589442814105,-0.8791650910476319,-0.8362814558487797
13246,48.06081124,-6.9877375850664105,-6.204852156522194,-5.889970383034489,-5.797038706490697,-2.5669810833491273,-2.486124021472833,-1.4551656453639177,-0.8805986866443931,-0.83703267279758
13251,48.07895287,-6.987478177755433,-6.204708092081962,-5.891059892155848,-5.796161739324402,-2.5656973240398613,-2.4860218931343385,-1.4547343667956576,-0.8820404565406507,-0.8377730025992027
13256,48.09709451,-6.987213643730391,-6.204555142901487,-5.892147212407485,-5.7952812152132305,-2.5644073966221064,-2.4859150381022226,-1.4542955256954626,-0.8834890392640868,-0.8385026558497842
13261,48.11523614,-6.986943887833866,-6.204393414255592,-5.8932321980630515,-5.7943971616291,-2.5631112256055086,-2.4858032711626943,-1.4538490397802226,-0.884943400770008,-0.8392218186369129
13266,48.13337777,-6.986668835401126,-6.204223215902143,-5.8943147545879295,-5.793509641407978,-2.5618087711975264,-2.4856864492742576,-1.453394894879809,-0.8864021340997603,-0.8399307068206916
13271,48.1515194,-6.986388381894164,-6.204045005896107,-5.895394783917816,-5.792618695984897,-2.5605000071604986,-2.485564423180237,-1.4529331205402818,-0.8878638405489132,-0.8406295337486965
13276,48.16966103,-6.986102431971803,-6.2038592682558535,-5.896472208025435,-5.791724390670236,-2.559184965150195,-2.485437052628395,-1.452463804518073,-0.8893272527147931,-0.8413185401382817
13281,48.18780267,-6.985810888980141,-6.2036663904834,-5.897546960046134,-5.790826789068724,-2.5578637138090277,-2.4853042044234854,-1.4519870665671541,-0.8907911213470358,-0.8419979623986037
13286,48.2059443,-6.985513664788185,-6.203466582716055,-5.898618990592497,-5.789925961962566,-2.556536346268626,-2.4851657500036244,-1.4515030535466755,-0.8922543041716403,-0.8426680201636783
13291,48.22408593,-6.98521066654201,-6.203259884807999,-5.8996882561148105,-5.789021962047558,-2.5552029644913428,-2.485021531123705,-1.4510118985804754,-0.8937157026529893,-0.8433289045580017
13296,48.24222756,-6.984901820915125,-6.2030462298253735,-5.900754713965553,-5.788114839131089,-2.5538636641170487,-2.484871371768921,-1.4505137039879803,-0.8951742460910966,-0.8439807875374169
13301,48.26036919,-6.984587079054088,-6.202825506374771,-5.901818312058439,-5.787204646940013,-2.5525185571533187,-2.484715081496643,-1.4500085575757764,-0.8966290420071968,-0.8446238138454587
13306,48.27851083,-6.984266399379131,-6.202597627910693,-5.902878998415731,-5.7862914383703545,-2.551167779143976,-2.4845524537526376,-1.4494965218925713,-0.8980791178967741,-0.8452580914090184
13311,48.29665246,-6.983939775613082,-6.202362496023894,-5.903936703174467,-5.78537526980167,-2.5498115058858395,-2.4843832850915266,-1.4489776185919985,-0.8995235411534325,-0.8458837227818369
13316,48.31479409,-6.9836072267038745,-6.20211998307982,-5.904991362056925,-5.784456196795433,-2.548449933271393,-2.48420735420737,-1.448451851228887,-0.9009614069282843,-0.8465007843082069
13321,48.33293572,-6.983268780917263,-6.201869937228039,-5.906042919078603,-5.783534269237058,-2.547083278893044,-2.4840244216931207,-1.4479191845592185,-0.902391807780477,-0.8471093265522429
13326,48.35107735,-6.982924486493466,-6.2016122320890865,-5.907091331229771,-5.782609526848889,-2.5457117544046004,-2.483834216719814,-1.4473795460798669,-0.903813790986753,-0.8477094058558903
13331,48.36921899,-6.982574404180346,-6.20134679316233,-5.908136571439214,-5.781682039601028,-2.54433560224923,-2.4836364360833247,-1.4468328471537857,-0.9052264956540856,-0.848301100732166
13336,48.38736062,-6.98221858856273,-6.2010736449837305,-5.909178625523264,-5.78075187235043,-2.542955057241277,-2.483430742582332,-1.4462789880330382,-0.9066290014128544,-0.8488845150348564
13341,48.40550225,-6.981857072180902,-6.200792903349913,-5.910217472553767,-5.779819106992952,-2.541570384370182,-2.4832167724320726,-1.4457179122432446,-0.9080205708321828,-0.8494597699523901
13346,48.42364388,-6.9814898623396076,-6.200504722359737,-5.9112530825193454,-5.778883826414442,-2.5401818980452373,-2.4829941304074397,-1.445149584920712,-0.9094004088286106,-0.8500269848893092
13351,48.44178551,-6.981116957319755,-6.200209245681834,-5.91228540340238,-5.7779461220163375,-2.538789969323544,-2.4827624047321817,-1.4445740068755748,-0.9107677141264593,-0.8505862476065412
13356,48.45992714,-6.980738335625526,-6.199906567458149,-5.9133143771036,-5.777006060530994,-2.5373950257771054,-2.4825211701125585,-1.4439912182772456,-0.9121216792875042,-0.8511375865687835
13361,48.47806878,-6.980353976795909,-6.199596736568998,-5.914339942936336,-5.776063693943471,-2.535997533139135,-2.4822699773203136,-1.443401262408056,-0.9134615279168595,-0.8516809651318972
13366,48.49621041,-6.9799638715254355,-6.1992797215892885,-5.91536204516933,-5.7751190751455805,-2.5345980028501063,-2.48200836388348,-1.442804179726837,-0.9147865636211375,-0.8522162715782733
13371,48.51435204,-6.97956800517322,-6.198955438542189,-5.91638064150066,-5.774172257210761,-2.533196976641788,-2.4817358031022123,-1.442200022498605,-0.9160962112666117,-0.8527433803948271
13376,48.53249367,-6.979166361326214,-6.198623782785922,-5.917395684865614,-5.773223308278929,-2.531795048397553,-2.4814517317498375,-1.4415888443622982,-0.9173902317327924,-0.8532621201788289
13381,48.5506353,-6.97875890367309,-6.198284689339601,-5.918407116767946,-5.7722723058135355,-2.5303928683639145,-2.4811555296291963,-1.4409707220560628,-0.9186680003363162,-0.8537723237415429
13386,48.56877694,-6.978345627576444,-6.1979382237463705,-5.919414929302707,-5.771319377834003,-2.528991228644973,-2.4808465644540423,-1.4403458215814426,-0.919929679135948,-0.8542738709139206
13391,48.58691857,-6.977926486167804,-6.197584533442893,-5.9204190605998255,-5.770364603838912,-2.5275909761831277,-2.4805241601237924,-1.439714318012192,-0.9211748531518509,-0.8547666331198728
13396,48.6050602,-6.977501444571714,-6.197223854939603,-5.9214194525487605,-5.7694080511782015,-2.526193076775072,-2.4801876090396324,-1.4390764127893136,-0.92240365898171,-0.8552505377297247
13401,48.62320183,-6.977070476014197,-6.196856443236995,-5.92241605290947,-5.768449739967763,-2.5247985623995217,-2.479836168952684,-1.4384323231201885,-0.9236156651450173,-0.8557255336765908
13406,48.64134346,-6.9766335478004375,-6.1964825196611235,-5.923408800616435,-5.7674896405563505,-2.5234085163262514,-2.479469035631027,-1.4377822398454976,-0.9248107357334102,-0.8561915759322842
13411,48.6594851,-6.976190612446116,-6.196102230481466,-5.924397645441361,-5.766527679857839,-2.5220240590444987,-2.479085299788372,-1.4371263315458052,-0.9259886395465877,-0.8566486238585782
13416,48.67762673,-6.975741633347803,-6.195715644996604,-5.925382537641931,-5.765563771767929,-2.5206463454856305,-2.478683937266236,-1.4364646945429043,-0.9271489862977963,-0.8570966573201453
13421,48.69576836,-6.975286570253039,-6.195322761459124,-5.9263634295891485,-5.764597805356395,-2.519276574728769,-2.4782637902127944,-1.4357973882266042,-0.9282913904190906,-0.8575356506548486
13426,48.71390999,-6.974825403593392,-6.194923528114339,-5.927340292440228,-5.763629692526225,-2.5179160089225134,-2.4778235878796635,-1.435124412538007,-0.9294154461044933,-0.8579656075511349
13431,48.73205162,-6.974358144226612,-6.194517897488162,-5.928313092338739,-5.762659350791394,-2.5165660124663005,-2.477361953139599,-1.4344457310060652,-0.9305207784139872,-0.8583865420601705
13436,48.75019326,-6.973884826412414,-6.19410581321322,-5.929281790780948,-5.761686725275788,-2.515228056679753,-2.47687740036374,-1.4337612768871855,-0.9316068979814778,-0.8587984920285868
13441,48.76833489,-6.973405517453336,-6.193687242360156,-5.9302463294599965,-5.7607117758825135,-2.513903746283144,-2.4763683330243285,-1.4330709745636945,-0.932673389759495,-0.8592015168540196
13446,48.78647652,-6.972920277029467,-6.193262154476988,-5.931206644846022,-5.759734501112764,-2.5125948103076374,-2.4758330481654256,-1.4323747547782455,-0.9337197564946929,-0.8595956546743694
13451,48.80461815,-6.972429160442458,-6.192830600305952,-5.93216266365041,-5.758754927088376,-2.5113030712568665,-2.4752697478130394,-1.4316725731224567,-0.9347454562244498,-0.8599809325387824
13456,48.82275978,-6.971932213801678,-6.1923927176560785,-5.933114354929447,-5.757773145601049,-2.5100304062332417,-2.474676566700292,-1.4309644319445154,-0.9357500311563254,-0.8603573500823869
13461,48.84090141,-6.971429457017487,-6.191948748184357,-5.934061736691057,-5.756789299433479,-2.508778696022901,-2.474051601360609,-1.4302503811764014,-0.9367330051778796,-0.860724876763032
13466,48.85904305,-6.970920909396412,-6.191499008769115,-5.93500487039114,-5.755803597105866,-2.5075498071452276,-2.4733929683119267,-1.4295305338927713,-0.937694097318621,-0.8610834569151499
13471,48.87718468,-6.970406577367201,-6.1910438521260645,-5.9359438535445515,-5.754816277656991,-2.5063455454407664,-2.4726988154648617,-1.4288050280080997,-0.9386331104258112,-0.8614329989137516
13476,48.89532631,-6.969886464655951,-6.190583602141806,-5.9368788076132395,-5.753827596142755,-2.505167651216975,-2.4719673492392435,-1.4280740344075935,-0.9395499858966045,-0.8617734065347823
13481,48.91346794,-6.969360583201477,-6.19011848461316,-5.937809852908473,-5.752837786943818,-2.5040177553912257,-2.4711968822859913,-1.4273377226995692,-0.9404448361462531,-0.8621045879406637
13486,48.93160957,-6.968828951229057,-6.189648582804065,-5.938737131342237,-5.7518470532153225,-2.502897359408998,-2.4703858537485726,-1.4265962801030816,-0.9413178395079144,-0.8624264719562633
13491,48.94975121,-6.968291591909969,-6.189173868278401,-5.939660785104445,-5.750855562305474,-2.5018078172672435,-2.469532863083692,-1.4258498910937283,-0.9421691803696286,-0.8627389887185168
13496,48.96789284,-6.967748508964888,-6.188694248257881,-5.940580945036522,-5.749863445215036,-2.500750321566255,-2.4686366867571636,-1.4250987691968882,-0.9429992777295465,-0.8630420833951591
13501,48.98603447,-6.967199679714802,-6.188209620543964,-5.941497700186489,-5.748870806717671,-2.4997258802418396,-2.4676963296703964,-1.424343142153694,-0.9438078684333321,-0.8633356946453878
13506,49.0041761,-6.966645044390163,-6.187719923485141,-5.942411095105177,-5.747877744570593,-2.4987352770619253,-2.4667110380277477,-1.4235832638722816,-0.944595196041089,-0.863619756188817
13511,49.02231773,-6.966084517427341,-6.187225178787686,-5.943321130241146,-5.746884342784285,-2.497779017004913,-2.465680305751597,-1.4228193791858228,-0.9453615561762403,-0.8638941963985982
13516,49.04045937,-6.965517992663393,-6.186725497119888,-5.944227787385579,-5.745890682229919,-2.496857265676089,-2.464603928057499,-1.4220517096834957,-0.9461070120838304,-0.8641589338406179
13521,49.058601,-6.964945387026292,-6.186221070911458,-5.945131038346997,-5.744896836339229,-2.49596985156149,-2.4634819711084606,-1.4212804200153302,-0.9468318100562997,-0.864413886872291
13526,49.07674263,-6.964366659345098,-6.1857121249136435,-5.946030877369153,-5.74390285867269,-2.4951162684221413,-2.462314820943107,-1.4205056210258815,-0.9475360433020706,-0.864658971725346
13531,49.09488426,-6.9637818257424176,-6.185198886852446,-5.946927300015083,-5.742908790078278,-2.4942957162169423,-2.4611031546260045,-1.4197273621762798,-0.9482198961930325,-0.864894117669902
13536,49.11302589,-6.9631909456744046,-6.184681576933621,-5.947820307650871,-5.741914673480586,-2.493507151125502,-2.4598479217999976,-1.4189456799897913,-0.9488836161742961,-0.8651192839694496
13541,49.13116753,-6.962594119118145,-6.184160334092468,-5.948709895130163,-5.740920550210692,-2.4927493683638287,-2.458550308277685,-1.4181605927087164,-0.9495271544100412,-0.865334440711054
13546,49.14930916,-6.961991481104841,-6.183635247429174,-5.949596046345528,-5.739926469780599,-2.4920210170216124,-2.457211729437443,-1.4173721481506618,-0.9501508962876385,-0.8655395832419749
13551,49.16745079,-6.961383195505647,-6.183106297192982,-5.950478732495987,-5.738932512467607,-2.4913206708700044,-2.45583378246206,-1.4165804010131429,-0.9507551837678905,-0.8657347110479997
13556,49.18559242,-6.960769421422897,-6.182573393508327,-5.9513579421242175,-5.737938765630263,-2.4906468048277683,-2.4544181953518294,-1.4157854395843708,-0.951340509761035,-0.8659198241233429
13561,49.20373405,-6.960150341756807,-6.182036394341588,-5.952233669118924,-5.736945333292858,-2.4899978392516124,-2.4529667902793957,-1.414987339196417,-0.9519073929666292,-0.8660949020630965
13566,49.22187568,-6.959526113240044,-6.181495178611315,-5.953105923653042,-5.7359523072147685,-2.489372164390694,-2.451481411291299,-1.414186197657891,-0.9524563978007449,-0.8662598773894395
13571,49.24001732,-6.9588968822755195,-6.18094968364643,-5.953974723868881,-5.73495976678982,-2.4887681601714196,-2.4499638851290317,-1.413382095809075,-0.9529880940470401,-0.8664146726547719
13576,49.25815895,-6.958262755681667,-6.180399905797436,-5.954840110993846,-5.733967773024769,-2.4881842644139347,-2.448415943953472,-1.4125751492950676,-0.953503042246581,-0.866559152240016
13581,49.27630058,-6.957623820977373,-6.179845955312244,-5.955702142634707,-5.732976369505042,-2.4876189802753497,-2.4468392196543465,-1.411765480252221,-0.954001794089854,-0.8666931729281726
13586,49.29444221,-6.956980147119068,-6.179287991468687,-5.956560879115792,-5.7319855876954415,-2.4870708966646355,-2.445235240057023,-1.4109532197158765,-0.9544848812592601,-0.8668165963114436
13591,49.31258384,-6.956331793282367,-6.178726235538627,-5.957416371230169,-5.730995458257845,-2.486538707546032,-2.443605451096768,-1.4101385258892143,-0.9549528367891418,-0.8669292679192762
13596,49.33072548,-6.955678826468939,-6.178160914789685,-5.958268665963418,-5.730005999664071,-2.4860212184953343,-2.4419512045354774,-1.409321566902423,-0.9554061605840758,-0.8670310347109635
13601,49.34886711,-6.9550213411376225,-6.177592251631345,-5.959117791590182,-5.729017231644491,-2.4855173423105517,-2.440273804407493,-1.4085025278037226,-0.9558454851322465,-0.8671217479910237
13606,49.36700874,-6.954359467298161,-6.177020481892165,-5.959963740097002,-5.728029177742435,-2.485026094033593,-2.438574499987743,-1.4076815662196596,-0.9562710170003407,-0.8672012695676681
13611,49.38515037,-6.95369336608257,-6.176445869443173,-5.960806495033579,-5.727041876136134,-2.48454656188979,-2.4368544711150517,-1.406858843282485,-0.9566832563548225,-0.8672694680225159
13616,49.403292,-6.953023237904283,-6.175868706774273,-5.961646018579786,-5.726055380110177,-2.484077871209381,-2.435114827012555,-1.4060344912956977,-0.9570825326608557,-0.8673262019972395
13621,49.42143364,-6.9523492751712,-6.175289312569188,-5.962482270037854,-5.725069735915469,-2.4836192028855426,-2.4333565761576303,-1.4052086254433482,-0.9574691996427254,-0.8673713135729909
13626,49.43957527,-6.951671662611465,-6.174708029269041,-5.963315222826181,-5.724084988933125,-2.483169763417886,-2.431580622520436,-1.4043813565029877,-0.9578436132580607,-0.8674046122860908
13631,49.4577169,-6.950990562070386,-6.174125164273919,-5.964144869053853,-5.723101180636994,-2.4827287965893503,-2.4297877668590453,-1.403552800296012,-0.9582063260914567,-0.8674258958469744
13636,49.47585853,-6.9503061168949865,-6.173540897464301,-5.964971226620441,-5.722118356220163,-2.4822955999213465,-2.4279787290992307,-1.4027230818211538,-0.9585581019620113,-0.8674349828662375
13641,49.49400016,-6.949618466904473,-6.172955220569744,-5.965794327010877,-5.721136565981309,-2.481869516658612,-2.426154191971429,-1.401892322701537,-0.9588996418154389,-0.8674317417752481
13646,49.5121418,-6.948927760534765,-6.172367954765727,-5.966614233293047,-5.720155859127935,-2.481449945443135,-2.4243148086488735,-1.4010606481176193,-0.9592318773511507,-0.8674161081429725
13651,49.53028343,-6.948234168479339,-6.171778784598744,-5.967431034915625,-5.719176279479738,-2.4810363542882965,-2.4224612166383976,-1.4002281843674103,-0.9595557074004616,-0.8673880856883763
13656,49.54842506,-6.947537894402062,-6.171187421432683,-5.968244846792137,-5.7181978779699785,-2.480628280438062,-2.420594039611,-1.3993950639718256,-0.9598719223984753,-0.8673477328150516
13661,49.56656669,-6.946839160275887,-6.170593623055236,-5.969055777809173,-5.717220696639097,-2.480225310707062,-2.4187138906478087,-1.3985614289381412,-0.9601812865927652,-0.867295123525073
13666,49.58470832,-6.946138182092065,-6.169997283516322,-5.969863939145952,-5.716244768171122,-2.4798270823162523,-2.4168213586690257,-1.3977274123016359,-0.9604845229260552,-0.8672303029272792
13671,49.60284995,-6.945435152204268,-6.169398429099651,-5.9706694287566515,-5.71527011203673,-2.479433290145078,-2.4149169639189405,-1.3968931570096037,-0.9607824565511918,-0.8671532530751119
13676,49.62099159,-6.944730250716374,-6.168797159172799,-5.971472342728244,-5.714296754991716,-2.4790436734736967,-2.413001173637468,-1.396058832962684,-0.961075903126339,-0.867063897856818
13681,49.63913322,-6.944023673234519,-6.168193607777081,-5.972272791222645,-5.713324758858689,-2.47865803779416,-2.411074419029468,-1.3952246403054613,-0.9613658997000459,-0.8669621494957208
13686,49.65727485,-6.943315526662035,-6.167587831710883,-5.9730707972897665,-5.712354129997932,-2.478276159038485,-2.4091369956374824,-1.394390726351457,-0.9616534006991292,-0.8668478368506517
13691,49.67541648,-6.942606012355919,-6.166979966730204,-5.973866446846584,-5.711384975501496,-2.4778978685140447,-2.4071892531423735,-1.3935573177857083,-0.9619392082337594,-0.8667208569889528
13696,49.69355811,-6.941895318663968,-6.166370167302068,-5.974659773737572,-5.710417410082362,-2.477522943588627,-2.4052315005960563,-1.392724599905286,-0.9622243248510542,-0.8665811011162489
13701,49.71169975,-6.941183662456859,-6.165758679263399,-5.9754507930169245,-5.709451583404353,-2.477151124285621,-2.4032640665733607,-1.391892747773348,-0.9625096391831247,-0.8664284678673583
13706,49.72984138,-6.94047126313839,-6.165145852744708,-5.976239512850634,-5.708487677748076,-2.476782118713997,-2.401287271982208,-1.3910619366810677,-0.9627969191631622,-0.8662628437586058
13711,49.74798301,-6.9397583488688195,-6.16453213114938,-5.977025965190577,-5.707525913092795,-2.476415613770916,-2.3993014351718673,-1.3902323220298742,-0.9630852188251027,-0.8660841217117133
13716,49.76612464,-6.939045128426676,-6.163917935510228,-5.977810198596912,-5.706566543620655,-2.4760512968266855,-2.3973068579206784,-1.3894041361324538,-0.9633762732179382,-0.8658921944445035
13721,49.78426627,-6.9383318170837915,-6.163303601864967,-5.978592251473721,-5.70560983600034,-2.4756888776396226,-2.3953038663457735,-1.3885776097364388,-0.963670921016483,-0.8656869884656084
13726,49.80240791,-6.937618619080114,-6.162689336846864,-5.979372172565634,-5.704656026398708,-2.475328110384286,-2.3932927616198847,-1.3877529924888927,-0.9639699760574896,-0.8654684441321764
13731,49.82054954,-6.936905727604334,-6.162075162485935,-5.980150000585573,-5.7037053104335875,-2.474968797762545,-2.391273826847469,-1.386930544628392,-0.9642743033028986,-0.8652365579267285
13736,49.83869117,-6.936193330693436,-6.1614609889444045,-5.980925747667478,-5.702757793981897,-2.474610797254004,-2.3892473299768997,-1.3861104636477604,-0.964584769800762,-0.8649913531424077
13741,49.8568328,-6.935481619597999,-6.16084667529666,-5.981699397246644,-5.701813518801138,-2.474253997033657,-2.3872135151832032,-1.3852928970687193,-0.9649023636424359,-0.8647328929885667
13746,49.87497443,-6.9347707905568745,-6.1602321119715535,-5.9824709414367145,-5.7008724768987795,-2.4738983110438846,-2.3851726105041124,-1.3844779585954468,-0.9652278867150931,-0.864461264522049
13751,49.89311607,-6.934061007054141,-6.159617206009606,-5.983240308133096,-5.6999346060105545,-2.4735436066661625,-2.383124795764457,-1.3836656728422518,-0.9655622637477312,-0.8641765178479074
13756,49.9112577,-6.9333524437571885,-6.159001918784226,-5.984007451695653,-5.698999891623542,-2.473189760901963,-2.3810702753910076,-1.382856107878251,-0.9659063791180162,-0.8638787335542444
13761,49.92939933,-6.932645278442889,-6.1583862290252895,-5.984772284224079,-5.69806834929902,-2.4728366269158353,-2.3790092518968318,-1.3820492990085051,-0.9662610583145782,-0.8635679765575183
13766,49.94754096,-6.931939713115115,-6.157770208229625,-5.98553471443114,-5.697140020448725,-2.472484074722383,-2.376941943114186,-1.3812452792252832,-0.9666270789493134,-0.8632443148429233
13771,49.96568259,-6.931235955824143,-6.157153893771582,-5.986294657147534,-5.696214965165762,-2.472131977937049,-2.3748685764810773,-1.38044406445177,-0.9670051663019861,-0.8629078150714599
13776,49.98382422,-6.930534250678021,-6.156537379518299,-5.987052046762799,-5.695293237005926,-2.471780246791312,-2.372789405244767,-1.3796456597891997,-0.9673960432200044,-0.862558569755808
13781,50.00196586,-6.9298348529020135,-6.1559207327248515,-5.987806853269973,-5.694374897938643,-2.471428800604557,-2.3707046922034354,-1.3788500824198886,-0.9678004207127043,-0.8621966795113324
13786,50.02010749,-6.929137972003417,-6.155303969197498,-5.988559041981755,-5.6934599856000725,-2.471077521605817,-2.36861469208343,-1.3780573500823712,-0.9682187971519615,-0.861822245792733
13791,50.03824912,-6.928443908117929,-6.154687313734187,-5.9893087178333975,-5.692548644034879,-2.47072641514271,-2.3665197321677405,-1.377267653421589,-0.9686518615591392,-0.8614354948478143
13796,50.05639075,-6.927752775988545,-6.154070738264998,-5.990055891150243,-5.691640866870883,-2.470375350314996,-2.364419951986519,-1.376481087627177,-0.9691001079631958,-0.8610365281583777
13801,50.07453238,-6.927064704236698,-6.153454282160893,-5.990800673243563,-5.690736702721381,-2.47002430473921,-2.3623155069754165,-1.3756978899928745,-0.9695641318517348,-0.8606255308166092
13806,50.09267402,-6.926379768390938,-6.152837954418331,-5.991543188399003,-5.68983615764294,-2.469673264450733,-2.3602064989081977,-1.374918282586814,-0.9700445829916422,-0.8602027006006862
13811,50.11081565,-6.925698018022721,-6.152221741980157,-5.992283558615174,-5.68893921942856,-2.4693222539330395,-2.3580930350887095,-1.3741425003457914,-0.9705422070745984,-0.8597682153521627
13816,50.12895728,-6.925019501019585,-6.151605632419327,-5.993021898241942,-5.68804584954193,-2.468971344094003,-2.3559752407259604,-1.3733707568226756,-0.9710577622039247,-0.8593222556380626
13821,50.14709891,-6.9243442664589825,-6.150989624871432,-5.993758296134876,-5.687156018763147,-2.4686206057325317,-2.353853272328274,-1.37260322037735,-0.9715920232746013,-0.8588649909916874
